timestamp,Temperature (*C),Humidity (%)
4/12/2023 9:14,29.4,72.5
4/12/2023 9:15,29.4,72.5
4/12/2023 9:15,29.4,72.6
4/12/2023 9:16,29.4,72.6
4/12/2023 9:16,29.4,72.6
4/12/2023 9:17,29.4,72.6
4/12/2023 9:17,29.4,72.4
4/12/2023 9:18,29.4,72.4
4/12/2023 9:18,29.4,72.5
4/12/2023 9:19,29.4,72.5
4/12/2023 9:19,29.4,72.5
4/12/2023 9:20,29.4,72.5
4/12/2023 9:20,29.4,72.6
4/12/2023 9:20,29.4,72.6
4/12/2023 9:21,29.4,72.7
4/12/2023 9:21,29.4,72.7
4/12/2023 9:22,29.4,72.2
4/12/2023 9:22,29.4,72.2
4/12/2023 9:23,29.4,72.5
4/12/2023 9:23,29.4,72.5
4/12/2023 9:24,29.4,72.5
4/12/2023 9:24,29.4,72.5
4/12/2023 9:25,29.4,72.2
4/12/2023 9:25,29.4,72.2
4/12/2023 9:26,29.4,72.3
4/12/2023 9:26,29.4,72.3
4/12/2023 9:27,29.4,72.3
4/12/2023 9:27,29.4,72.3
4/12/2023 9:28,29.4,72.3
4/12/2023 9:28,29.4,72.3
4/12/2023 9:29,29.4,72.4
4/12/2023 9:29,29.4,72.4
4/12/2023 9:30,29.4,72.4
4/12/2023 9:30,29.4,72.4
4/12/2023 9:31,29.4,72.5
4/12/2023 9:31,29.4,72.5
4/12/2023 9:32,29.4,72.5
4/12/2023 9:32,29.4,72.5
4/12/2023 9:33,29.4,72.5
4/12/2023 9:33,29.4,72.5
4/12/2023 9:34,29.4,72.5
4/12/2023 9:34,29.4,72.5
4/12/2023 9:35,29.4,72.5
4/12/2023 9:35,29.4,72.5
4/12/2023 9:36,29.4,72.5
4/12/2023 9:36,29.4,72.5
4/12/2023 9:37,29.4,72.5
4/12/2023 9:37,29.4,72.5
4/12/2023 9:37,29.4,72.5
4/12/2023 9:38,29.4,72.5
4/12/2023 9:38,29.4,72.5
4/12/2023 9:39,29.4,72.5
4/12/2023 9:39,29.4,72.5
4/12/2023 9:40,29.4,72.5
4/12/2023 9:40,29.4,72.5
